n,tau,rep,formulation,root_ub,root_lb,root_gap,end_ub,end_lb,end_gap,nnz,node_count,time
100,0.2,4,original,0.30007961141188066,0.12419557921972274,0.5861245666262362,0.29205653164947737,0.24832903043548998,0.1497227299352736,18,17156388.0,600.0081510543823
100,0.2,4,opt,inf,-inf,,0.2920565316496696,0.2920565316494784,6.546006821370408e-13,18,1.0,0.0615839958190918
100,0.2,4,tree,,,,0.29205653164947715,,,18,0.0,0.09000301361083984
200,0.2,4,original,0.3012351358635397,0.10029086418892039,0.6670678408698234,0.2989369503110245,0.17552049207004722,0.41285113169372495,26,7877822.0,600.0022521018982
200,0.2,4,opt,inf,-inf,,0.29893695031118306,0.29893695031105877,4.1577151127488666e-13,26,1.0,0.0930018424987793
200,0.2,4,tree,,,,0.2989369503110245,,,26,0.0,0.17024970054626465
300,0.2,4,original,0.3159546582827938,0.1330617398017896,0.5788581167786003,0.3135343110433586,0.1764683935239307,0.4371640126508294,38,5771576.0,600.0056428909302
300,0.2,4,opt,0.31353431104336915,0.3119289192907854,0.005120306441873488,0.31353431104336893,0.31353431104336915,-7.081987428620451e-16,38,1.0,0.12004494667053223
300,0.2,4,tree,,,,0.3135343110433587,,,38,0.0,0.22670292854309082
500,0.2,4,original,0.32943943981439383,0.11796969764588619,0.6419077882346136,0.3241966763713815,0.1472222903872329,0.5458858738620032,55,3748654.0,600.0021460056305
500,0.2,4,opt,inf,-inf,,0.32419667637184924,0.3241966763718454,1.1814647447414059e-14,55,1.0,0.16049909591674805
500,0.2,4,tree,,,,0.3241966763713815,,,55,0.0,0.39801716804504395
1000,0.2,4,original,0.32011918329889166,0.1147099323171018,0.6416649226235266,0.3195028521109837,0.12957307289446246,0.5944540962987915,92,1969369.0,600.0053749084473
1000,0.2,4,opt,inf,-inf,,0.3195028521110973,0.3194875615555912,4.7857336499675095e-05,92,1.0,0.31073904037475586
1000,0.2,4,tree,,,,0.31950285211098384,,,92,0.0,0.8165817260742188
2000,0.2,4,original,0.3436400977175057,0.11811132651477523,0.6562935254084628,0.34199063567912164,0.12538737459860147,0.633360210727383,183,854865.0,600.0032439231873
2000,0.2,4,opt,inf,-inf,,0.3419906356799015,0.3419906357212001,-1.2075937573045873e-10,184,1.0,0.7372159957885742
2000,0.2,4,tree,,,,0.3419906356790858,,,183,0.0,1.9153761863708496
5000,0.2,4,original,0.36213484839264354,0.12761616313252,0.6476004347580695,0.3616667958170246,0.1288802184261893,0.6436492928939136,401,266483.0,600.8430259227753
5000,0.2,4,opt,inf,-inf,,0.36171666062424684,0.3617166606242469,-1.5346584018401935e-16,402,1.0,1.4460458755493164
5000,0.2,4,tree,,,,0.3616667957886275,,,401,0.0,4.188963890075684
10000,0.2,4,original,0.3704438981139533,0.12985463077951048,0.6494620874020564,0.36996206862176284,0.13025147839308712,0.6479328843675269,750,114235.0,600.0200119018555
10000,0.2,4,opt,inf,-inf,,0.3699554457168647,0.3699246659764601,8.319850609283426e-05,750,1.0,2.9710068702697754
10000,0.2,4,tree,,,,0.36995545440781763,,,749,0.0,8.79030442237854
